,order_id,assignment_id,user_id,assistment_id,problem_id,original,correct,attempt_count,ms_first_response,tutor_mode,answer_type,sequence_id,student_class_id,position,type,base_sequence_id,skill_id,skill_name,teacher_id,school_id,hint_count,hint_total,overlap_time,template_id,answer_id,answer_text,first_action,bottom_hint,opportunity,opportunity_original
295304,36386008,285856,77118,34736,54427,1,1,1,5304,tutor,algebra,5965,14033,4,MasterySection,5965,279.0,Multiplication and Division Integers,48183,139,0,0,5304,30017,,36,0,,818,818.0
151051,31791076,274944,79742,43733,79031,1,1,1,20826,tutor,choose_1,6402,12437,25,MasterySection,6402,53.0,Ordering Real Numbers,43007,2770,0,4,20826,42865,135411.0,,0,,3,3.0
450727,38204201,291417,96234,37498,59610,1,0,1,26906,tutor,algebra,5974,14415,94,MasterySection,5974,325.0,Write Linear Equation from Graph,69274,2770,0,0,26925,30986,,7+5x,0,,5,3.0
59024,38156551,291375,96268,36528,56934,1,1,1,26566,tutor,algebra,5923,14415,135,MasterySection,5923,15.0,Range,69274,2770,0,0,26566,30370,,27,0,,1,1.0
479752,21224259,262917,79000,33729,52878,0,1,1,10031,tutor,algebra,6828,12438,2,MasterySection,5954,,,23907,76,0,4,10031,29879,,7.7,0,,8,
445438,38280018,290906,96218,32291,49704,1,0,2,24340,tutor,algebra,5927,14414,86,MasterySection,5927,323.0,Write Linear Equation from Situation,69274,2770,0,4,39902,30415,,31w+12,0,,8,8.0
382882,33665730,279733,78553,50935,89849,1,1,1,94652,tutor,algebra,7220,12262,5,MasterySection,6180,307.0,Volume Rectangular Prism,46174,5056,0,3,94652,47492,,5,0,,87,87.0
255016,38304639,291368,96239,32162,49333,0,0,2,62578,tutor,algebra,5925,14415,141,MasterySection,5925,92.0,Pattern Finding ,69274,2770,0,3,105828,30036,,73600,0,,35,
108639,28725359,270773,77967,47299,85817,1,1,1,4672,tutor,algebra,9585,12340,38,MasterySection,6876,47.0,Conversion of Fraction Decimals Percents,11804,76,0,3,4672,29869,,41/100,0,,17,17.0
92711,38204253,291405,96234,41603,73056,1,1,1,173297,tutor,algebra,6072,14415,106,MasterySection,6072,34.0,Unit Conversion Within a System,69274,2770,0,0,173297,32879,,315,0,,4,4.0
418822,30210321,272336,86556,57400,107823,1,0,0,43390,tutor,algebra,10249,12963,15,MasterySection,5970,311.0,Equation Solving Two or Fewer Steps,45671,5049,0,0,43390,55901,,,2,,37,31.0
226039,27870006,268667,85280,40745,71386,1,0,1,13574,tutor,algebra,6058,12699,4,MasterySection,6058,79.0,Proportion,55938,5255,2,4,42117,30908,,,1,0.0,1,1.0
351299,34298385,280058,78551,50385,89278,1,1,1,10066,tutor,algebra,7212,12262,17,MasterySection,6272,298.0,Area Triangle,46174,5056,0,3,10066,30010,,21,0,,187,187.0
306122,38249228,291494,96252,34709,54346,1,1,1,8547,tutor,algebra,5965,14415,12,MasterySection,5965,279.0,Multiplication and Division Integers,69274,2770,0,0,8547,30017,,56,0,,1,1.0
315262,32436517,271496,87999,48003,86608,1,0,3,54364,tutor,algebra,6913,12925,7,MasterySection,6913,280.0,Addition and Subtraction Fractions,57560,5260,4,4,73751,46267,,,1,1.0,14,14.0
273668,23364349,265930,79704,50842,89756,1,1,1,6438,tutor,algebra,7475,12237,14,MasterySection,7012,277.0,Addition and Subtraction Integers,48181,139,0,3,6438,29883,,-24,0,,18,18.0
521165,38133783,291405,96267,41627,73178,0,1,1,4226,tutor,algebra,6072,14415,106,MasterySection,6072,,,69274,2770,0,2,4226,32880,,24,0,,48,
156416,32009473,271490,88008,34298,53573,1,1,1,9521,tutor,algebra,5959,12925,1,MasterySection,5959,58.0,Addition Whole Numbers,57560,5260,0,0,9521,30524,,29,0,,4,4.0
418304,29713219,271900,86415,49609,88301,1,1,1,83801,tutor,algebra,10145,12766,3,MasterySection,10145,311.0,Equation Solving Two or Fewer Steps,56898,5260,0,3,83801,30833,,2,0,,14,13.0
187672,34288647,280034,78899,47147,85663,1,1,1,99428,tutor,algebra,7201,12375,13,MasterySection,7201,70.0,Percent Of,46174,5056,0,4,99428,46397,,26.22,0,,53,53.0
126403,36369173,285721,92251,47331,85849,1,0,2,4242,tutor,algebra,6876,14020,4,MasterySection,6876,47.0,Conversion of Fraction Decimals Percents,58932,4780,0,3,7319,29870,,5/,0,,203,203.0
466960,22950548,265371,78169,35151,54927,1,0,1,29245,tutor,algebra,7339,12315,15,MasterySection,7339,,,45778,5056,0,4,29245,33261,,-0.093457944,0,,23,18.0
268078,36369610,285790,77118,34475,53900,1,0,1,3058,tutor,fill_in_1,5961,14033,2,MasterySection,5961,277.0,Addition and Subtraction Integers,48183,139,1,3,12699,29949,,,1,0.0,1669,1669.0
257801,26648545,267250,84573,52247,91576,1,0,3,71413,tutor,algebra,7157,12661,8,MasterySection,7033,94.0,,55425,5056,3,3,79313,48523,,73,0,1.0,13,13.0
420513,34429775,279068,89171,48804,87484,1,1,1,22360,tutor,algebra,6922,13286,16,MasterySection,6922,311.0,Equation Solving Two or Fewer Steps,59882,5260,0,3,22360,46276,,-32,0,,2,2.0
417809,29648248,271901,86343,57382,107703,1,0,1,28226,tutor,algebra,10146,12766,4,MasterySection,5970,311.0,Equation Solving Two or Fewer Steps,56898,5260,0,0,28234,55901,,-3.3,0,,28,16.0
498465,33776665,279731,82285,41700,73467,0,0,4,9249,tutor,algebra,6093,12507,59,MasterySection,6093,,,43015,2770,3,3,40514,30246,,8,0,1.0,2,
503416,31575094,271305,85694,74848,139437,1,0,2,172219,tutor,algebra,9801,12872,33,MasterySection,9801,,,45671,5049,2,2,210938,74777,,30240,0,1.0,61,47.0
76263,33925388,278444,89094,41845,74000,1,1,1,68813,tutor,algebra,6101,13356,3,MasterySection,6093,18.0,Probability of a Single Event,61241,5386,0,5,68813,30247,,7-May,0,,6,6.0
218608,38276954,290679,96232,78264,147902,1,1,1,44390,tutor,algebra,9873,14413,18,MasterySection,9873,77.0,Finding Percents,69274,2770,0,2,44390,78165,,26,0,,7,7.0
311014,28149465,266609,83246,37223,58809,1,1,1,16205,tutor,algebra,8468,12634,14,MasterySection,5960,280.0,Addition and Subtraction Fractions,54767,5117,0,3,16205,30649,,7 1/2,0,,14,14.0
336083,33641624,279730,78927,52031,91355,1,1,1,33492,tutor,algebra,7212,12375,6,MasterySection,6272,296.0,Area Rectangle,46174,5056,0,2,33492,30000,,225,0,,64,64.0
205039,28703878,270867,78269,44498,80734,1,1,1,16656,tutor,fill_in_1,9624,12315,46,MasterySection,6473,75.0,Square Root,45778,5056,0,0,16656,42206,,11,0,,8,8.0
123649,34909846,268182,90924,47369,85887,1,1,1,3772,tutor,algebra,7180,12617,11,MasterySection,6876,47.0,Conversion of Fraction Decimals Percents,54857,5056,0,3,3772,29870,,30/100,0,,9,9.0
448664,31242687,272346,80179,37506,59643,0,1,1,12657,tutor,algebra,5974,12673,13,MasterySection,5974,325.0,Write Linear Equation from Graph,48003,1998,0,4,12657,30985,,-0.2,0,,7,
265596,21432709,263322,70709,34498,53923,1,1,1,21624,tutor,fill_in_1,5961,12476,11,MasterySection,5961,277.0,Addition and Subtraction Integers,22763,73,0,4,21624,29950,,-3,0,,1,1.0
344218,26324726,268013,78990,42901,76410,0,1,1,27875,tutor,algebra,6272,12351,100,MasterySection,6272,297.0,Area Trapezoid,42999,2770,0,3,27875,31690,,32.5,0,,17,
447802,26949641,266698,79027,37535,59760,0,1,1,8968,tutor,algebra,5974,12351,94,MasterySection,5974,325.0,Write Linear Equation from Graph,42999,2770,0,2,8968,30988,,-3,0,,7,
346752,33641024,279730,78493,50385,89278,1,1,1,74206,tutor,algebra,7212,12375,6,MasterySection,6272,298.0,Area Triangle,46174,5056,0,3,74206,30010,,21,0,,27,27.0
420668,35294295,281108,90822,55616,97748,0,0,2,15834,tutor,choose_1,5968,13601,8,MasterySection,5968,311.0,Equation Solving Two or Fewer Steps,60450,5448,0,0,18674,54697,177875.0,,0,,7,
263831,29768939,271846,78920,49819,88515,1,1,1,7425,tutor,algebra,9861,12886,12,MasterySection,9861,276.0,Multiplication and Division Positive Decimals,42999,2770,0,4,7425,46300,,0.08,0,,4,4.0
357306,35936251,277681,70874,51264,90298,1,0,3,123953,tutor,algebra,7021,13241,189,MasterySection,6152,299.0,Surface Area Cylinder,22763,73,2,2,134872,47637,,113,0,1.0,2,2.0
148425,27942280,267038,83199,43729,79027,1,0,3,14906,tutor,choose_1,8034,12309,28,MasterySection,6402,51.0,Ordering Integers,35135,1357,0,4,20171,42865,135398.0,,0,,15,15.0
329837,33703846,279732,78550,50351,89236,1,1,1,34476,tutor,algebra,7212,12262,6,MasterySection,6272,296.0,Area Rectangle,46174,5056,0,2,34476,30000,,169,0,,120,120.0
360340,34291126,280057,78512,52308,91642,1,0,2,32835,tutor,algebra,7220,12262,16,MasterySection,6180,303.0,Volume Cylinder,46174,5056,0,3,98583,31687,,5.38,0,,56,56.0
471341,22848546,265387,78810,31315,46823,0,0,5,27640,tutor,algebra,7888,12340,21,MasterySection,5897,,,11804,76,3,4,155297,30328,,5,0,0.0,12,
441945,33721937,279728,78574,52328,91662,1,1,1,43666,tutor,algebra,7220,12375,5,MasterySection,6180,317.0,Greatest Common Factor,46174,5056,0,3,43666,47492,,5,0,,28,28.0
414191,28581718,270966,82159,49623,88315,1,0,8,128554,tutor,algebra,9655,12455,24,MasterySection,6943,311.0,Equation Solving Two or Fewer Steps,49076,5177,3,3,159138,30833,,6,0,1.0,11,11.0
423016,38226422,291450,96244,55609,97721,0,1,1,20954,tutor,choose_1,5968,14415,61,MasterySection,5968,311.0,Equation Solving Two or Fewer Steps,69274,2770,0,0,20954,55508,177811.0,,0,,100,
176503,34291519,280036,78523,47504,86105,1,1,1,92309,tutor,algebra,7201,12262,13,MasterySection,7201,70.0,Percent Of,46174,5056,0,4,92309,46397,,28.05,0,,7,7.0
499641,30079450,267350,83246,34572,54042,0,0,2,5127,tutor,algebra,8429,12634,26,MasterySection,5962,,,54767,5117,0,3,8703,30677,,0.1,0,,60,
5001,22166177,263981,78843,53425,93396,1,1,1,20545,tutor,algebra,7708,12340,14,MasterySection,7118,2.0,Circle Graph,11804,76,0,2,20545,52570,,100.8,0,,16,16.0
452528,35797977,280785,81470,84194,160161,1,0,2,14092,tutor,algebra,10134,13577,43,MasterySection,10134,346.0,Polynomial Factors,45671,5049,0,4,17334,44558,,(x+3),0,,14,14.0
75922,32245402,276526,88421,62620,119371,1,1,1,9536,tutor,algebra,10665,13183,7,MasterySection,10665,18.0,Probability of a Single Event,60021,5451,0,4,9536,30247,,Oct-38,0,,4,4.0
435667,36389359,285722,92249,75171,140052,1,0,2,3185,tutor,choose_1,9245,14020,5,MasterySection,9245,314.0,"Angles - Obtuse, Acute, and Right",58932,4780,0,2,6265,63262,257360.0,,0,,622,622.0
185340,34332248,280034,78575,46765,85093,1,1,1,126712,tutor,algebra,7201,12375,13,MasterySection,7201,70.0,Percent Of,46174,5056,0,4,126712,46397,,24.9,0,,12,12.0
212531,26496831,268093,78154,57837,108996,1,0,1,61594,tutor,algebra,8566,12315,27,MasterySection,6009,77.0,Finding Percents,45778,5056,0,0,61688,55693,,32,0,,6,6.0
375429,35107920,281002,78513,50882,89796,1,1,0,1,tutor,algebra,7220,12262,24,MasterySection,6180,307.0,Volume Rectangular Prism,46174,5056,0,2,1,31688,,144,0,,43,43.0
309378,24178614,265452,79484,37237,58823,1,1,1,14931,tutor,algebra,7903,12432,17,MasterySection,5960,280.0,Addition and Subtraction Fractions,49070,5177,0,3,14931,30649,,1  3/20,0,,11,11.0
497994,27287727,266709,82090,57841,109010,0,1,1,5237,tutor,choose_1,7841,12542,33,MasterySection,6009,,,52667,2770,0,0,5237,55693,200294.0,,0,,5,
78011,35741731,283158,91804,62580,119277,0,0,3,24160,tutor,algebra,10790,13857,1,MasterySection,10790,18.0,Probability of a Single Event,63339,5454,1,3,51847,30063,,,1,0.0,11,
270417,36395613,285790,77899,34442,53867,1,1,1,3198,tutor,fill_in_1,5961,14033,2,MasterySection,5961,277.0,Addition and Subtraction Integers,48183,139,0,3,3198,29948,,19,0,,1036,1036.0
465371,36395734,285856,77899,34737,54432,0,1,1,3681,tutor,algebra,5965,14033,4,MasterySection,5965,,,48183,139,0,4,3681,30017,,42,0,,1986,
185485,34336066,280034,78576,47141,85657,1,0,4,42452,tutor,algebra,7201,12375,13,MasterySection,7201,70.0,Percent Of,46174,5056,4,4,71744,46397,,20.8,0,1.0,39,39.0
338010,35108426,281001,78516,52072,91396,1,1,0,1,tutor,algebra,7212,12262,23,MasterySection,6272,297.0,Area Trapezoid,46174,5056,0,3,1,30012,,60,0,,28,28.0
185104,34323853,280036,78571,47159,85675,1,1,1,51313,tutor,algebra,7201,12262,13,MasterySection,7201,70.0,Percent Of,46174,5056,0,4,51313,46399,,33.6,0,,319,319.0
154234,32414863,277494,78673,34293,53553,1,1,1,3281,tutor,algebra,5959,13241,2,MasterySection,5959,58.0,Addition Whole Numbers,22763,73,0,0,3281,30524,,16,0,,34,34.0
304676,27335239,266582,85192,34752,54447,1,1,1,12437,tutor,algebra,7974,12309,9,MasterySection,5966,279.0,Multiplication and Division Integers,35135,1357,0,4,12437,30726,,44,0,,13,13.0
470319,23071063,260461,78708,13305,13306,0,0,2,15186,tutor,algebra,7355,12317,10,MasterySection,7355,,,47664,5056,1,3,57118,13305,,482,0,0.0,18,
447004,26937816,265358,78915,37508,59652,0,1,1,10499,tutor,algebra,5974,12352,91,MasterySection,5974,325.0,Write Linear Equation from Graph,42999,2770,0,2,10499,30985,,7,0,,17,
94480,22134644,263981,78808,53446,93417,1,0,1,768981,tutor,algebra,7708,12340,14,MasterySection,7118,37.0,,11804,76,2,2,782076,52570,,,1,1.0,4,4.0
4854,22043894,263983,78833,31370,47040,1,0,1,60692,tutor,algebra,7084,12340,16,MasterySection,5898,2.0,Circle Graph,11804,76,4,4,68380,30037,,,1,1.0,13,13.0
318324,32124956,273914,78418,53066,93025,1,0,2,33836,tutor,fill_in_1,10573,12455,40,MasterySection,7112,292.0,Rotations,49076,5177,0,7,34764,52467,,"-7,2",0,,1,1.0
506618,31305150,273139,86510,31661,48119,0,1,1,7215,tutor,algebra,10450,12455,34,MasterySection,5919,,,49076,5177,0,3,7215,30551,,6000,0,,53,
314269,31532588,273184,87082,47730,86331,1,1,1,63587,tutor,algebra,10471,12801,3,MasterySection,6910,280.0,Addition and Subtraction Fractions,57045,5307,0,4,63587,46265,,51/72,0,,19,19.0
357704,38240706,291396,96270,51242,90276,1,1,1,206136,tutor,algebra,7021,14415,113,MasterySection,6152,299.0,Surface Area Cylinder,69274,2770,0,2,206136,47637,,188.4,0,,1,1.0
262214,21509584,262820,78356,50159,89000,1,1,1,17604,tutor,algebra,7335,12316,6,MasterySection,7335,163.0,Absolute Value,46150,5056,0,0,17604,50059,,22,0,,1,1.0
370177,33726068,279728,78591,50856,89770,1,1,1,101154,tutor,algebra,7220,12375,5,MasterySection,6180,303.0,Volume Cylinder,46174,5056,0,3,101154,31687,,62.8,0,,103,103.0
176734,34292641,280036,78523,47158,85674,1,1,1,52120,tutor,algebra,7201,12262,13,MasterySection,7201,70.0,Percent Of,46174,5056,0,4,52120,46399,,38.11,0,,238,238.0
384422,33704805,279733,78561,50924,89838,1,1,1,41251,tutor,algebra,7220,12262,5,MasterySection,6180,307.0,Volume Rectangular Prism,46174,5056,0,3,41251,47492,,5,0,,101,101.0
319964,24214203,266403,79060,43125,77444,1,0,0,36277,tutor,algebra,6274,12352,101,MasterySection,6272,294.0,Area Irregular Figure,42999,2770,0,0,36277,31691,,,2,,1,1.0
111199,29519401,271445,78886,47479,86069,1,1,1,12437,tutor,algebra,6891,12438,20,MasterySection,6891,47.0,Conversion of Fraction Decimals Percents,23907,76,0,3,12437,29868,,0.4,0,,41,41.0
42842,32806742,272403,84327,53191,93151,1,0,3,21518,tutor,algebra,7114,12667,70,MasterySection,7114,11.0,Venn Diagram,11158,5256,2,2,33843,52495,,34,0,1.0,2,2.0
378469,33706654,279733,78528,50903,89817,1,1,1,14714,tutor,algebra,7220,12262,5,MasterySection,6180,307.0,Volume Rectangular Prism,46174,5056,0,2,14714,31688,,84,0,,367,367.0
143008,31807035,274942,79763,55629,97800,1,1,1,10561,tutor,algebra,5952,12437,23,MasterySection,5952,50.0,Ordering Fractions,43007,2770,0,0,10561,54699,,3-Aug,0,,3,3.0
68761,31023580,271319,85714,74908,139617,1,1,1,9438,tutor,algebra,9797,12873,31,MasterySection,9797,17.0,Probability of Two Distinct Events,45671,5049,0,4,9438,60339,,Jan-36,0,,10,8.0
196272,24386678,266097,78770,47016,85478,1,1,1,18109,tutor,algebra,8015,12574,3,MasterySection,6854,74.0,Subtraction Whole Numbers,11804,76,0,0,18109,30525,,-10,0,,5,5.0
248424,30001482,272326,86553,37190,58776,1,1,1,57140,tutor,algebra,10258,12963,5,MasterySection,5950,86.0,Exponents,45671,5049,0,5,57140,30454,,144,0,,1,1.0
475408,31167668,262919,78948,33420,52228,0,1,1,31156,tutor,algebra,6830,12438,4,MasterySection,5952,,,23907,76,0,3,31156,29892,,0.2,0,,62,
158292,30097951,271886,78992,48433,87046,1,1,1,115735,tutor,algebra,9863,12887,13,MasterySection,9863,61.0,Division Fractions,42999,2770,0,5,115735,29863,,6 2/5,0,,11,11.0
517448,38168761,290824,96231,44128,79579,0,1,1,22438,tutor,choose_1,6464,14414,167,MasterySection,6464,,,69274,2770,0,3,22438,42867,137306.0,,0,,21,
486743,31826483,274323,79217,72756,135004,1,0,2,28389,tutor,fill_in_1,9905,12886,53,MasterySection,9905,,,42999,2770,0,3,34117,58283,,1/(y^3,0,,84,34.0
245210,36396956,285867,77118,49548,88240,1,1,1,3884,tutor,algebra,6937,14033,7,MasterySection,6937,86.0,Exponents,48183,139,0,3,3884,29913,,64,0,,249,249.0
130774,32524444,277500,70708,47221,85739,1,1,1,9812,tutor,algebra,6875,13241,8,MasterySection,6875,49.0,Ordering Positive Decimals,22763,73,0,4,9812,46045,,0.114,0,,13,13.0
464968,36395714,285856,77899,34705,54336,0,1,1,3853,tutor,algebra,5965,14033,4,MasterySection,5965,,,48183,139,0,3,3853,30016,,-21,0,,1583,
180091,35112889,281003,78545,46436,84624,1,1,0,11,tutor,algebra,7201,12262,25,MasterySection,7201,70.0,Percent Of,46174,5056,0,4,11,46397,,32.8,0,,238,238.0
455856,27313130,266685,78987,35363,55139,1,1,1,10422,tutor,algebra,5972,12351,84,MasterySection,5972,368.0,Solving for a variable,42999,2770,0,4,10422,30845,,27,0,,17,17.0
196972,26639555,266692,78979,32164,49337,1,1,1,39859,tutor,algebra,5925,12351,88,MasterySection,5925,74.0,Subtraction Whole Numbers,42999,2770,0,0,39859,30036,,62200,0,,27,17.0
441061,35119207,281002,78562,52330,91664,1,1,1,57922,tutor,algebra,7220,12262,24,MasterySection,6180,317.0,Greatest Common Factor,46174,5056,0,3,57922,47492,,4,0,,54,54.0
498047,29015103,270967,82151,36964,58206,0,1,1,12120,tutor,choose_1,9656,12455,25,MasterySection,5918,,,49076,5177,0,2,12120,30050,87461.0,,0,,6,
85198,30443526,271630,73684,44681,81147,1,1,1,23856,tutor,algebra,6465,11816,215,MasterySection,6465,27.0,Pythagorean Theorem,22763,73,0,0,23856,42055,,5,0,,6,6.0
9679,38290132,291366,96262,53495,93466,1,1,3,10462,tutor,algebra,7118,14415,147,MasterySection,7118,2.0,Circle Graph,69274,2770,0,3,10462,52571,,72,0,,2,2.0
344977,34288654,279730,79605,50394,89287,1,0,2,158250,tutor,algebra,7212,12375,6,MasterySection,6272,297.0,Area Trapezoid,46174,5056,3,3,260147,30012,,628,0,1.0,101,101.0
210496,21964211,261347,79588,37758,60043,1,0,1,2688,tutor,fill_in_1,6011,12361,8,MasterySection,6011,76.0,,45671,5049,5,6,29594,30305,,,1,0.0,11,11.0
521636,38225399,291378,96271,36927,58040,0,1,1,8413,tutor,algebra,5918,14415,131,MasterySection,5918,,,69274,2770,0,3,8413,30049,,62,0,,185,
351126,33668335,279732,78551,52069,91393,1,1,1,54477,tutor,algebra,7212,12262,6,MasterySection,6272,298.0,Area Triangle,46174,5056,0,3,54477,30010,,35,0,,14,14.0
256321,38301445,291357,96275,32177,49377,0,1,1,8681,tutor,algebra,5925,14415,145,MasterySection,5925,92.0,Pattern Finding ,69274,2770,0,3,8681,30036,,3000,0,,25,
146996,29413932,270573,71881,39758,66681,1,1,1,8471,tutor,choose_1,6041,11816,147,MasterySection,6041,51.0,Ordering Integers,22763,73,0,4,8471,30057,105968.0,,0,,2,2.0
209015,29836776,270555,73685,37858,60143,1,0,2,142265,tutor,fill_in_1,6011,11816,129,MasterySection,6011,76.0,,22763,73,0,6,148937,30480,,55:44:00,0,,2,2.0
405087,32045379,270109,78344,55612,97731,1,0,0,1702,tutor,algebra,9383,12408,8,MasterySection,5968,311.0,Equation Solving Two or Fewer Steps,49076,5177,0,3,1702,54697,,,2,,135,57.0
302095,21605754,262833,79692,51124,90158,1,1,1,3881,tutor,algebra,7478,12237,5,MasterySection,7020,279.0,Multiplication and Division Integers,48181,139,0,5,3881,29926,,3,0,,10,10.0
187888,34289382,280034,78902,47135,85651,1,1,1,108677,tutor,algebra,7201,12375,13,MasterySection,7201,70.0,Percent Of,46174,5056,0,4,108677,46397,,15.64,0,,109,109.0
477561,31918509,272008,78980,74217,137766,0,0,2,10823,tutor,algebra,9882,12887,35,MasterySection,9882,,,42999,2770,3,3,20955,58408,,9-Jan,0,1.0,113,
476915,30258597,270290,78978,31414,47115,0,1,1,6754,tutor,algebra,5898,12351,151,MasterySection,5898,,,42999,2770,0,3,6754,30038,,67,0,,147,
279318,29072240,271352,84832,50812,89726,1,1,1,44968,tutor,algebra,7012,12924,1,MasterySection,7012,277.0,Addition and Subtraction Integers,57560,5260,0,3,44968,29882,,-17,0,,1,1.0
400747,32587532,271503,84805,46449,84653,1,1,1,14883,tutor,algebra,6848,12925,14,MasterySection,6848,310.0,Order of Operations All,57560,5260,0,3,14883,29981,,10,0,,1,1.0
73168,30629024,270301,78984,41674,73361,1,1,1,21079,tutor,algebra,6093,12351,154,MasterySection,6093,18.0,Probability of a Single Event,42999,2770,0,0,21079,30246,,7-Jun,0,,1,1.0
363772,34295613,280057,78539,50855,89769,1,1,1,72891,tutor,algebra,7220,12262,16,MasterySection,6180,303.0,Volume Cylinder,46174,5056,0,3,72891,31687,,62.8,0,,354,354.0
289059,32824578,277496,78647,34569,54027,1,0,1,49674,tutor,algebra,5962,13241,4,MasterySection,5962,278.0,Addition and Subtraction Positive Decimals,22763,73,0,0,49705,30677,,8+-8=0,0,,1,1.0
168805,30180808,271844,79063,48284,86891,1,1,1,34187,tutor,algebra,9865,12886,10,MasterySection,9865,67.0,Multiplication Fractions,42999,2770,0,3,34187,46274,,5-Jan,0,,12,12.0
136202,27945180,267034,84455,39495,66418,1,1,1,3593,tutor,choose_1,8031,12309,24,MasterySection,6040,49.0,Ordering Positive Decimals,35135,1357,0,1,3593,30055,105183.0,,0,,14,14.0
144478,27195871,266606,83642,55623,97776,1,0,1,13220,tutor,algebra,8461,12634,11,MasterySection,5952,50.0,Ordering Fractions,54767,5117,0,0,13232,54699,,8-Mar,0,,25,25.0
